Commodity,Detailed_Comm_code,Detailed_Comm_Name,Abstract_Comm_code,Abstract_Comm_Name
TATA,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TELEVISION,18,Electrical and Electronic Items,10,Electrical and Electronic Items
THAR,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TOWER,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TOWER GOOD,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANFARMER,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANSFARMAR,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANSFARMER,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANSFOMER,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANSFORM,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANSFORMAR,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANSFORMARS,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANSFORMER,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANSFORMEWR,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANSFROMER,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANSMARMER,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TRANSPER,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TUBELLITE,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TV,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TV ,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TV ACCESSORIES,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TV LOAD,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TV MATERIAL,18,Electrical and Electronic Items,10,Electrical and Electronic Items
TV TRANSPORT,18,Electrical and Electronic Items,10,Electrical and Electronic Items
VINT,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WAS,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WASHING,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WASHING MACHIN,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WASHING MACHINE,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WASHING MACHINE ,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WASHING MACHINES,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WASHING MMACHINE,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WASHINGMACHINE,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WASING MACHINE,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WATCH,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WATER COOLER,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WIE,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WIND,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WIND MILL,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WIRE BANDAL,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WIRE BANDLE,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WIRE BONDLE,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WIRE BUNDLE,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WIRE IRON,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WIRE ROLL,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WIRE WANDAL,18,Electrical and Electronic Items,10,Electrical and Electronic Items
WIRES,18,Electrical and Electronic Items,10,Electrical and Electronic Items
ALBESTER,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
ALMUNIUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
ALMUNIYM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
ALUMINIUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
BARUD,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
BOXIDE,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
BOXISIDE,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
CALCIUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
CARBEN,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
CARBON,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
CHUNA,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
CHURA MITTI,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
COPPER ,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
CORBON,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
CRBON,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
DOLOMITE,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
GIPSAM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
GIPSAM POWDER,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
GIPSAN,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
GIPSUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
GRANITE POWDER,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
GYPSAM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
GYPSUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
GYSUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
IRON DUST,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
IRON ORE,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
IRON POWDER,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
IRON SAND,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
IRON STONE,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
JINK,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
JIPSAM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
JIPSEM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
JIPSEN,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
JIPSON,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
JIPSUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
JIPSUM POWDER,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
JISPAS,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
JPSAM POWDER,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
KARBAN,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
KARBON,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
KHANI,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
LIME POWDER,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
LIMESTONE,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
LIMESTONE POWDER,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
LIMSTONE,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
LIPSUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
LIVESTONE,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
MAGNET,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
MEGNISIAM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
MINE,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
Minerals & Ores,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
MINES,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
PITAL,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
ROE MATERIAL,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
SILICCA,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
SILICON,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
SODIAM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
SODIUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
TARKOK DRUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
WHITE LIME,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
ZINK,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
ZIPSAM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
ZIPSUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
ZYPSUM,19,"Minerals  (Iron Ore, Bauxite, Gypsum, Limestone, Silica, etc.)",11,"Minerals, Chemicals, and Fertilizers"
 CHEMICAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ACID,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ACID ,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ACID OIL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ACID TANK,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ACIDS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ALKATRA,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
AMMONIAOIL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ASIAIN PAINTS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ASIAN PAINET,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ASIAN PAINT,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ATHNOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
BAIREL DRUM,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
BARGER,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
BATTERY WATER,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
BATTRY WATER,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
BIO HAZARD,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
BITUMIN,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CAMICAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CAMKAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CAR PAINT,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CARBONOIL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CASTIC SODA,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEHMICAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMECAL POWDER,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMICAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMICAL ,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMICAL DRUM,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMICAL OIL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMICAL OIL ,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMICAL POWDER,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMICAL TANK,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMICALOIL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMICL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMICL OIL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CEMIKAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHEMCIAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHEMICAIL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHEMICAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHEMICAL ,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHEMICAL ATF,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHEMICAL DRUM,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHEMICAL POWDER,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHEMICALPOWDER,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHEMICALS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHEMIKAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHUNA ,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CHUNAA,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CIMENT  KAMIKAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CLOLUR,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CMICAL OIL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CO2,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
COLOUR,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
COSMATICS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
COSMOTICS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CRACERS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
CRAKARS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
DABUR,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
DAMA,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
DIWALI BOMBS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
DIWALI PATAKS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ENTHOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ETHANOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ETHENOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ETHINOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ETHNOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
EXPLOSIVES,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
FACE CREAMS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
FAVICOAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
FAVICOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
FIRE,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
FIRE EXPLOSSIVE,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
FIRE PRODUCTS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
FIRE TRUCK,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
FIRE WORK,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
FLUD,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
FOSPHORIC ACID,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
GUM,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
KACHI TAR,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
KITNASAK ,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
LAB CHEMICAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
MENTHOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
METHENOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
METHNOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
NITRIC ACID,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
NITROGEN,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
OENT,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
ORGANIC,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
OXIOIN,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
OXION,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PAIENT,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PAINT,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PAINT ,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PAINT  ,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PAINT BALTI,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PAINT BOX,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PAINT BUKETS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PAINTING,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PAINTS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PATAKHE,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PENDING,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PENT,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PENTA,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PENTS,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
POMAIL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
POTASIUM,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
PUTTY,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
SALFET,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
SILCON,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
SILKON,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
SOLAMINE,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
SOLOMINE,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
SULFAR ACID,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
SULPER,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
SULPHUR,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
TARCOAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
TARCOIL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
TARCOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
TARKAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
TARKOL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
THINAR,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
THINNER,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
TILES CEMICAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
WASH CEMICAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
WATER CHEMICAL,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
WHITE WASH,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
WHITEPAINT,20,Chemicals ,11,"Minerals, Chemicals, and Fertilizers"
 Fertilizers/ Chemicals,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
COSS,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
COW DUNG,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
DAP KHAD,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
DAP UREA,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
DHOP,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
DUNG,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
FARTILIZER,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
FARTIZER,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
FERTILISER,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
FERTILIZER,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
FERTILIZERS,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
FIRTILIZER,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
GEHU DWAI,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
KAHD,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
KHAAD,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
KHAD,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
KHAD POWDER,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
KIT NASAK,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
PESTICIDES,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
UREA,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
UREA KHAD,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
URIA,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
URIYA,21,Fertilizers,11,"Minerals, Chemicals, and Fertilizers"
BOGGU,22,Coal,12,Coal
BOOGU,22,Coal,12,Coal
CAOL,22,Coal,12,Coal
CCOAL,22,Coal,12,Coal
CHARCAL,22,Coal,12,Coal
CHARCOAL,22,Coal,12,Coal
CHARCOL,22,Coal,12,Coal
CHARKOL,22,Coal,12,Coal
COAK,22,Coal,12,Coal
COAL,22,Coal,12,Coal
COAL DUST,22,Coal,12,Coal
COAL POWDER,22,Coal,12,Coal
COAT,22,Coal,12,Coal
COIL DUST,22,Coal,12,Coal
COL METER,22,Coal,12,Coal
COLA,22,Coal,12,Coal
COLE,22,Coal,12,Coal
COO,22,Coal,12,Coal
COOL,22,Coal,12,Coal
COYLA,22,Coal,12,Coal
CURRY,22,Coal,12,Coal
KARI STONE CHIPS,22,Coal,12,Coal
KOILA,22,Coal,12,Coal
KOYALA,22,Coal,12,Coal
KOYALA RAKH,22,Coal,12,Coal
KOYELA,22,Coal,12,Coal
KOYLA,22,Coal,12,Coal
KOYLA ,22,Coal,12,Coal
AFIM,23,Medicines,13,Medicines
AMBULANCE,23,Medicines,13,Medicines
AYURVEDIC MEDICINE,23,Medicines,13,Medicines
BMP,23,Medicines,13,Medicines
BTEX MEDICINE,23,Medicines,13,Medicines
CANDOM,23,Medicines,13,Medicines
CENETARY PAD,23,Medicines,13,Medicines
CHEMIST,23,Medicines,13,Medicines
CINETERY,23,Medicines,13,Medicines
CONDOM,23,Medicines,13,Medicines
CONOM,23,Medicines,13,Medicines
DABAI,23,Medicines,13,Medicines
DAWAI,23,Medicines,13,Medicines
DIAPER,23,Medicines,13,Medicines
DIPER,23,Medicines,13,Medicines
DIPPER,23,Medicines,13,Medicines
DIVY,23,Medicines,13,Medicines
DRUGS,23,Medicines,13,Medicines
DWA,23,Medicines,13,Medicines
DWAI,23,Medicines,13,Medicines
GLUKOJ,23,Medicines,13,Medicines
GULUKON D,23,Medicines,13,Medicines
HOSPITAL,23,Medicines,13,Medicines
HUGGIES,23,Medicines,13,Medicines
KANDOM,23,Medicines,13,Medicines
LEVOSEN,23,Medicines,13,Medicines
MADECINE,23,Medicines,13,Medicines
MADICINE,23,Medicines,13,Medicines
MANFORCE,23,Medicines,13,Medicines
MEDCICINE,23,Medicines,13,Medicines
MEDCIN,23,Medicines,13,Medicines
MEDICAL,23,Medicines,13,Medicines
MEDICAL LINE,23,Medicines,13,Medicines
MEDICAL OXYGEN,23,Medicines,13,Medicines
MEDICAL PROPERTY,23,Medicines,13,Medicines
MEDICANS,23,Medicines,13,Medicines
MEDICENE,23,Medicines,13,Medicines
MEDICIAN,23,Medicines,13,Medicines
MEDICIE,23,Medicines,13,Medicines
MEDICIN,23,Medicines,13,Medicines
MEDICINE,23,Medicines,13,Medicines
MEDICINE ,23,Medicines,13,Medicines
MEDICINES,23,Medicines,13,Medicines
MEDIICNE,23,Medicines,13,Medicines
MEDINCE,23,Medicines,13,Medicines
MEDINE,23,Medicines,13,Medicines
MOVE,23,Medicines,13,Medicines
NIRODH,23,Medicines,13,Medicines
ORS JUICE,23,Medicines,13,Medicines
ORS POWDER,23,Medicines,13,Medicines
PADARY,23,Medicines,13,Medicines
PADES,23,Medicines,13,Medicines
PAID,23,Medicines,13,Medicines
PAMPAS,23,Medicines,13,Medicines
