Commodity,Detailed_Comm_code,Detailed_Comm_Name,Abstract_Comm_code,Abstract_Comm_Name
FISH ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FISH BOX,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FISH POWDER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FISH WATER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FISHES,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
Fishing,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FISHLOAD,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FISHS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FLOWER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FLOWER ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FLOWERS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FLOWR,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FOO,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FOOD ITEAMS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FOOD ITEM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FOOL,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FOSH,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRANCE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRANS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRIUTS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FROOT,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FROOT CREAT,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FROOTS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRUIIT,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRUIT,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRUIT ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRUIT JAM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRUITI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRUITS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRUITS ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
Fruits and Vegetables,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRUTE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRUTES,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FRUTI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FUROOT,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
FURUTES,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GAJAR,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GAJAR VEGITABLE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GAJER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GARLIC,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GAZAR,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GHEE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GIJAR,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GINGER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GOBHI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GRAFFLOWR,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GRAPE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GRAPES,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GRAPS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GREAPS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GREEN CHILLI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
Green Chillies,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GREEN MATER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GREENCHILLI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GUAVA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
GWABA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
HANIYA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
HGEE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
IC ECREAN,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICE CEAM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICE CRAEM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICE CRAM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICE CREAM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICE CREAM ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICE CREEM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICE CREM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICECREAM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICE-CREAM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICECREAM ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
ICECREEM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
IDLI POWDER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
IDLY,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
IDLY ATA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
IDTLY ATA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
IMLI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
JACK FRUTES,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
JAMUN,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
JOLLY,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
JUICE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
JUICE ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KACHA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KADDU,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KADEPETA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KADIPATTA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KAINGARD,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KAJI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KAJU,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KAJUR,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KAKDI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KALIFLOWER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KALLA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KAMALA FRUIT,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KANDA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KARELA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KARETE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KARKAT,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KARUVADU,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KATHAL,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KELA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KERAVAD,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KFC,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KHARBUJ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KHEERA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KHEERE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KHIRA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KINNU,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KIVI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
KUDIL,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
LADU,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
LAHSUN,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
LASUN,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
LEMON,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
LESUN,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
LICHI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
LIME,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MAITHI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MAKKHAN,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MALAI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MANDI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MANGO,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MANGO ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MANGO FROOTI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MANGO JUICE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MANGO LOAD,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MANGOS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MANOGS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MASHROOM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MASROOM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MASRUM,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MATAR,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MATHER DAIRY,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MATTER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MATTON,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MATUR,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MEAT,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MEET,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MEETHA,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
METTER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MICHI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MIK,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MIL,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILI,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK  ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK  VAN,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK BOX,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK CANE,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK FOOD,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK PACKETS,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK POWDER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK TANK,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK TANK ,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
MILK TANKER,9,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)",4,"Milk, Fruits, Vegetables, Flowers, Fish, and Eggs (Perishable Items)"
